AVL, 1860000, 24, 19.255, 3.09815, 2.62625
BST, 1860000, 53, 25.8835, 3.57488, 3.59253
AVL, 1870000, 24, 19.242, 3.08502, 2.64058
BST, 1870000, 49, 25.3199, 3.55057, 3.80058
AVL, 1880000, 24, 19.2687, 3.09922, 2.65841
BST, 1880000, 53, 25.6996, 3.64268, 3.85032
AVL, 1890000, 24, 19.2844, 3.11612, 2.66101
BST, 1890000, 53, 27.7764, 3.74457, 3.81999
AVL, 1900000, 24, 19.2518, 3.11827, 2.66619
BST, 1900000, 51, 26.5576, 3.78106, 3.71702
AVL, 1910000, 24, 19.2984, 3.11033, 2.7757
BST, 1910000, 48, 24.9211, 3.57059, 3.61058
AVL, 1920000, 24, 19.3455, 3.12041, 2.67673
BST, 1920000, 50, 25.368, 3.72566, 3.64365
AVL, 1930000, 24, 19.3314, 3.13402, 2.67247
BST, 1930000, 50, 26.0833, 3.68899, 3.6729
AVL, 1940000, 24, 19.2936, 3.14053, 2.91327
BST, 1940000, 49, 25.32, 3.65236, 4.14973
AVL, 1950000, 24, 19.3418, 3.13488, 2.68279
BST, 1950000, 50, 26.7355, 3.66248, 4.16137
AVL, 1960000, 24, 19.351, 3.14675, 2.67891
BST, 1960000, 54, 25.6539, 3.67684, 3.97257
AVL, 1970000, 24, 19.3659, 3.16835, 2.67661
BST, 1970000, 52, 26.188, 3.66768, 3.99279
AVL, 1980000, 24, 19.3368, 3.15178, 2.69156
BST, 1980000, 55, 28.0668, 3.82661, 4.00607
AVL, 1990000, 24, 19.3516, 3.16945, 2.69092
BST, 1990000, 50, 25.9811, 3.78905, 3.84747
AVL, 2000000, 24, 19.3076, 3.1724, 2.6737
BST, 2000000, 51, 25.5738, 3.79175, 3.84183
AVL, 2010000, 24, 19.3548, 3.15568, 2.71405
BST, 2010000, 53, 26.4364, 3.67599, 3.73582
AVL, 2020000, 24, 19.3715, 3.17196, 2.6986
BST, 2020000, 53, 26.5754, 3.68986, 3.93375
AVL, 2030000, 24, 19.3716, 3.16795, 2.71988
BST, 2030000, 53, 26.3774, 3.66808, 3.89023
AVL, 2040000, 24, 19.3546, 3.17019, 2.69615
BST, 2040000, 53, 26.9592, 3.78117, 3.89252
AVL, 2050000, 24, 19.4179, 3.17282, 2.79409
BST, 2050000, 52, 26.0294, 3.79792, 3.78046
AVL, 2060000, 24, 19.3725, 3.17299, 2.75371
BST, 2060000, 50, 25.3338, 3.7937, 3.80193
AVL, 2070000, 24, 19.4119, 3.1802, 2.73377
BST, 2070000, 51, 26.1393, 3.79553, 3.89403
AVL, 2080000, 24, 19.3659, 3.19203, 2.72549
BST, 2080000, 53, 26.5736, 3.84039, 3.85542
AVL, 2090000, 24, 19.4002, 3.19966, 2.73387
BST, 2090000, 53, 26.2493, 3.72782, 3.71887
AVL, 2100000, 24, 19.4497, 3.21043, 2.74776
BST, 2100000, 52, 26.0626, 3.85219, 3.76537
AVL, 2110000, 25, 19.4268, 3.22483, 2.74407
BST, 2110000, 52, 24.9101, 3.70087, 3.70554
AVL, 2120000, 24, 19.4314, 3.22983, 2.8708
BST, 2120000, 50, 25.9584, 3.73707, 3.73433
AVL, 2130000, 24, 19.4675, 3.31785, 3.04796
BST, 2130000, 50, 25.0663, 3.66805, 3.71851
AVL, 2140000, 24, 19.4247, 3.30749, 2.94161
BST, 2140000, 54, 26.3543, 3.70858, 3.77322
AVL, 2150000, 24, 19.4591, 3.27049, 2.88612
BST, 2150000, 53, 27.3561, 3.72938, 3.80459
AVL, 2160000, 24, 19.4639, 3.28879, 2.75985
BST, 2160000, 51, 26.3346, 3.73172, 3.74829
AVL, 2170000, 24, 19.4424, 3.22493, 2.78197
BST, 2170000, 50, 26.0428, 3.733, 3.74651
AVL, 2180000, 24, 19.4542, 3.23269, 2.80385
BST, 2180000, 50, 25.6364, 3.71724, 3.73373
AVL, 2190000, 24, 19.4986, 3.23187, 2.78806
BST, 2190000, 51, 26.1668, 3.80253, 3.84391
AVL, 2200000, 24, 19.4874, 3.22139, 2.76875
BST, 2200000, 54, 26.4781, 3.74689, 3.78053
AVL, 2210000, 24, 19.4733, 3.23484, 2.76032
BST, 2210000, 53, 26.5244, 3.82582, 3.82716
AVL, 2220000, 24, 19.5253, 3.24064, 2.81099
BST, 2220000, 55, 27.3241, 3.78239, 3.80732
AVL, 2230000, 24, 19.5331, 3.23539, 2.77172
BST, 2230000, 57, 27.4292, 3.83083, 3.80079
AVL, 2240000, 24, 19.4771, 3.24633, 2.78955
BST, 2240000, 52, 26.6096, 3.81408, 3.79401
AVL, 2250000, 24, 19.5094, 3.25256, 2.83244
BST, 2250000, 57, 25.6896, 3.76421, 4.16417
AVL, 2260000, 25, 19.5281, 3.26722, 2.80787
BST, 2260000, 52, 26.029, 3.83845, 3.78382
AVL, 2270000, 24, 19.5393, 3.30726, 3.1109
BST, 2270000, 57, 28.2595, 3.79198, 4.26446
AVL, 2280000, 24, 19.536, 3.31224, 2.85707
BST, 2280000, 55, 25.9784, 3.96324, 3.8694
AVL, 2290000, 24, 19.5019, 3.62007, 2.81475
BST, 2290000, 51, 25.6658, 3.93518, 3.86726
AVL, 2300000, 25, 19.608, 3.30612, 2.98493
BST, 2300000, 49, 25.676, 3.79428, 3.81743
AVL, 2310000, 24, 19.5586, 3.49359, 2.95403
BST, 2310000, 55, 26.5799, 3.82819, 3.85231
AVL, 2320000, 25, 19.568, 3.43719, 2.82635
BST, 2320000, 51, 26.4933, 3.82564, 4.46927
AVL, 2330000, 25, 19.5709, 3.31167, 2.85628
BST, 2330000, 51, 26.751, 3.87896, 4.44749
AVL, 2340000, 25, 19.5867, 3.292, 2.83533
BST, 2340000, 52, 26.4353, 3.92324, 3.959
AVL, 2350000, 25, 19.6649, 3.29713, 2.82949
BST, 2350000, 54, 28.018, 3.84313, 3.86746
AVL, 2360000, 24, 19.5988, 3.29923, 3.27958
BST, 2360000, 52, 26.622, 3.7908, 3.83474
AVL, 2370000, 24, 19.6655, 3.29709, 2.85645
BST, 2370000, 50, 25.8392, 3.90223, 4.03314
AVL, 2380000, 24, 19.5806, 3.31489, 2.84131
BST, 2380000, 52, 26.5332, 3.84264, 4.13382
AVL, 2390000, 24, 19.5848, 3.32159, 2.87497
BST, 2390000, 51, 26.5744, 3.85087, 3.94665
AVL, 2400000, 25, 19.6502, 3.3945, 3.21082
BST, 2400000, 53, 26.9126, 3.87423, 3.89455
AVL, 2410000, 25, 19.6612, 3.50969, 2.92047
BST, 2410000, 54, 26.3562, 3.87617, 4.08249
AVL, 2420000, 24, 19.6084, 3.36801, 3.25064
